Te_eV,ne_cm3,log10_K,K_cm3_s
149.99956513820388,20000000199.681084,-7.48752,3.254467957741332e-08
149.99956513820388,49999999500.797295,-7.48335,3.2858671453692215e-08
149.99956513820388,100000000000.0,-7.47947,3.315354706798435e-08
149.99956513820388,200000001996.81082,-7.47485,3.350811521036261e-08
149.99956513820388,499999995007.97296,-7.46733,3.409337536104001e-08
149.99956513820388,1000000000000.0,-7.46027,3.4652135184917316e-08
149.99956513820388,2000000019968.1084,-7.45168,3.534435006662126e-08
149.99956513820388,4999999950079.7295,-7.43745,3.652161719001637e-08
149.99956513820388,10000000000000.0,-7.42395,3.767471711081622e-08
149.99956513820388,20000000199681.082,-7.40737,3.914082722039757e-08
149.99956513820388,49999999500797.3,-7.37966,4.171958695107366e-08
149.99956513820388,100000000000000.0,-7.35283,4.4378232385241136e-08
149.99956513820388,200000001996810.84,-7.31875,4.80009684908112e-08
149.99956513820388,499999995007973.0,-7.26369,5.4489145833523515e-08
149.99956513820388,1000000000000000.0,-7.22227,5.994183032460326e-08
149.99956513820388,2000000019968108.2,-7.18925,6.467701977143774e-08
200.00000199681043,49999999.5007974,-7.50662,3.114440225436872e-08
200.00000199681043,100000000.0,-7.50603,3.118674146275091e-08
200.00000199681043,200000001.99681082,-7.50534,3.123632983185037e-08
200.00000199681043,499999995.00797296,-7.50419,3.131915239294817e-08
200.00000199681043,1000000000.0,-7.5031,3.139785648272821e-08
200.00000199681043,2000000019.9681082,-7.50175,3.1495608253200634e-08
200.00000199681043,4999999950.07973,-7.49952,3.165774670763967e-08
200.00000199681043,10000000000.0,-7.49745,3.1808998818818395e-08
200.00000199681043,20000000199.681084,-7.49498,3.199042427647366e-08
200.00000199681043,49999999500.797295,-7.49098,3.2286428027848636e-08
200.00000199681043,100000000000.0,-7.48726,3.256416900317249e-08
200.00000199681043,200000001996.81082,-7.48281,3.289955320354129e-08
200.00000199681043,499999995007.97296,-7.47556,3.345337971084992e-08
200.00000199681043,1000000000000.0,-7.46875,3.3982083289425596e-08
200.00000199681043,2000000019968.1084,-7.46046,3.463697849753324e-08
200.00000199681043,4999999950079.7295,-7.44671,3.5751148664405326e-08
200.00000199681043,10000000000000.0,-7.43367,3.684088038787136e-08
200.00000199681043,20000000199681.082,-7.4176,3.8229621656591936e-08
200.00000199681043,49999999500797.3,-7.39059,4.0682721718720414e-08
200.00000199681043,100000000000000.0,-7.3644,4.3211565447029923e-08
200.00000199681043,200000001996810.84,-7.33107,4.665841697704215e-08
200.00000199681043,499999995007973.0,-7.2765,5.2905399720958136e-08
200.00000199681043,1000000000000000.0,-7.23453,5.827335196005562e-08
200.00000199681043,2000000019968108.2,-7.20039,6.3039099395143e-08
299.999133271615,49999999.5007974,-7.52857,2.9609426793574555e-08
299.999133271615,100000000.0,-7.52802,2.9646948571369278e-08
299.999133271615,200000001.99681082,-7.52737,2.9691353797485448e-08
299.999133271615,499999995.00797296,-7.52631,2.9763911189100323e-08
299.999133271615,1000000000.0,-7.52529,2.9833897960660066e-08
299.999133271615,2000000019.9681082,-7.52404,2.991989051541681e-08
299.999133271615,4999999950.07973,-7.52195,3.006422409875522e-08
299.999133271615,10000000000.0,-7.52,3.0199517204020194e-08
299.999133271615,20000000199.681084,-7.51768,3.036127461604774e-08
299.999133271615,49999999500.797295,-7.5139,3.062668558003772e-08
299.999133271615,100000000000.0,-7.51038,3.087592661210178e-08
299.999133271615,200000001996.81082,-7.50616,3.117740754343104e-08
299.999133271615,499999995007.97296,-7.49926,3.1676704992439974e-08
299.999133271615,1000000000000.0,-7.49278,3.215288890948718e-08
299.999133271615,2000000019968.1084,-7.48488,3.2743115495230635e-08
299.999133271615,4999999950079.7295,-7.47173,3.3749706469138615e-08
299.999133271615,10000000000000.0,-7.45924,3.4734415892004185e-08
299.999133271615,20000000199681.082,-7.44381,3.599067567452143e-08
299.999133271615,49999999500797.3,-7.4177,3.822081997426824e-08
299.999133271615,100000000000000.0,-7.39235,4.0518186583028586e-08
299.999133271615,200000001996810.84,-7.36009,4.364253812763515e-08
299.999133271615,499999995007973.0,-7.30635,4.939124801200896e-08
299.999133271615,1000000000000000.0,-7.26365,5.449416470044442e-08
299.999133271615,2000000019968108.2,-7.22783,5.917932400724357e-08
499.999995007974,49999999.5007974,-7.57205,2.6788598919218802e-08
499.999995007974,100000000.0,-7.57154,2.682007574205975e-08
499.999995007974,200000001.99681082,-7.57095,2.685653625160476e-08
499.999995007974,499999995.00797296,-7.56998,2.6916587565393433e-08
499.999995007974,1000000000.0,-7.56905,2.697428861593063e-08
499.999995007974,2000000019.9681082,-7.5679,2.7045810452170326e-08
499.999995007974,4999999950.07973,-7.56597,2.7166269202972526e-08
499.999995007974,10000000000.0,-7.56416,2.7279725754155647e-08
499.999995007974,20000000199.681084,-7.562,2.7415741719278808e-08
499.999995007974,49999999500.797295,-7.55847,2.7639488393980015e-08
499.999995007974,100000000000.0,-7.55517,2.7850307842714985e-08
499.999995007974,200000001996.81082,-7.55121,2.810541484480077e-08
499.999995007974,499999995007.97296,-7.54473,2.8527912908732228e-08
499.999995007974,1000000000000.0,-7.53864,2.893077048876661e-08
499.999995007974,2000000019968.1084,-7.53121,2.942998223880446e-08
499.999995007974,4999999950079.7295,-7.51878,3.028447156200063e-08
499.999995007974,10000000000000.0,-7.50691,3.112361253176173e-08
499.999995007974,20000000199681.082,-7.49222,3.219437511799792e-08
499.999995007974,49999999500797.3,-7.46713,3.410907955636227e-08
499.999995007974,100000000000000.0,-7.44268,3.608444250899976e-08
499.999995007974,200000001996810.84,-7.4116,3.876144867002412e-08
499.999995007974,499999995007973.0,-7.3588,4.3772363793476606e-08
499.999995007974,1000000000000000.0,-7.31505,4.841166283889646e-08
499.999995007974,2000000019968108.2,-7.27677,5.287251876315088e-08
700.0031591308968,49999999.5007974,-7.6082,2.4649039456046582e-08
700.0031591308968,100000000.0,-7.60772,2.467629764188989e-08
700.0031591308968,200000001.99681082,-7.60715,2.4708705891529456e-08
700.0031591308968,499999995.00797296,-7.60623,2.4761103757209916e-08
700.0031591308968,1000000000.0,-7.60535,2.481132742609506e-08
700.0031591308968,2000000019.9681082,-7.60426,2.487367754709461e-08
700.0031591308968,4999999950.07973,-7.60243,2.497870965940944e-08
700.0031591308968,10000000000.0,-7.6007,2.507841010033165e-08
700.0031591308968,20000000199.681084,-7.59863,2.519822792905172e-08
700.0031591308968,49999999500.797295,-7.59525,2.539510424999483e-08
700.0031591308968,100000000000.0,-7.59209,2.5580557192865568e-08
700.0031591308968,200000001996.81082,-7.58829,2.580536462799855e-08
700.0031591308968,499999995007.97296,-7.58206,2.6178213178543173e-08
700.0031591308968,1000000000000.0,-7.5762,2.6533833523823413e-08
700.0031591308968,2000000019968.1084,-7.56907,2.697304643263595e-08
700.0031591308968,4999999950079.7295,-7.5571,2.772681597612393e-08
700.0031591308968,10000000000000.0,-7.54563,2.8468854971236626e-08
700.0031591308968,20000000199681.082,-7.53142,2.9415755020754658e-08
700.0031591308968,49999999500797.3,-7.50699,3.1117879878474386e-08
700.0031591308968,100000000000000.0,-7.48306,3.2880620148242286e-08
700.0031591308968,200000001996810.84,-7.45264,3.5266308314689e-08
700.0031591308968,499999995007973.0,-7.40035,3.977864633278824e-08
700.0031591308968,1000000000000000.0,-7.35581,4.4074764453513484e-08
700.0031591308968,2000000019968108.2,-7.31566,4.8343712667049034e-08
1000.0,49999999.5007974,-7.65189,2.228999648527799e-08
1000.0,100000000.0,-7.65142,2.23141321112966e-08
1000.0,200000001.99681082,-7.65088,2.2341894669145565e-08
1000.0,499999995.00797296,-7.65001,2.2386695907025984e-08
1000.0,1000000000.0,-7.64917,2.2430037517279965e-08
1000.0,2000000019.9681082,-7.64814,2.248329713135737e-08
1000.0,4999999950.07973,-7.6464,2.2573557110214476e-08
1000.0,10000000000.0,-7.64476,2.265896142149537e-08
1000.0,20000000199.681084,-7.64277,2.276302629125874e-08
1000.0,49999999500.797295,-7.63954,2.2932954004081236e-08
1000.0,100000000000.0,-7.63651,2.3093512835286676e-08
1000.0,200000001996.81082,-7.63286,2.3288418665938773e-08
1000.0,499999995007.97296,-7.62687,2.361184915201973e-08
1000.0,1000000000000.0,-7.62124,2.3919935266205803e-08
1000.0,2000000019968.1084,-7.61438,2.4300768042989552e-08
1000.0,4999999950079.7295,-7.60286,2.495399018900923e-08
1000.0,10000000000000.0,-7.59179,2.5598233720317808e-08
1000.0,20000000199681.082,-7.57805,2.6421045562827906e-08
1000.0,49999999500797.3,-7.55431,2.7905512308416533e-08
1000.0,100000000000000.0,-7.53097,2.944625034264728e-08
1000.0,200000001996810.84,-7.5013,3.152825975955189e-08
1000.0,499999995007973.0,-7.44979,3.549849982047561e-08
1000.0,1000000000000000.0,-7.40464,3.9387643641574164e-08
1000.0,2000000019968108.2,-7.36259,4.339203318627721e-08
1499.9956513820387,49999999.5007974,-7.70708,1.962998645816066e-08
1499.9956513820387,100000000.0,-7.70664,1.9649884410384313e-08
1499.9956513820387,200000001.99681082,-7.70612,1.9673426177451133e-08
1499.9956513820387,499999995.00797296,-7.7053,1.9710607052410323e-08
1499.9956513820387,1000000000.0,-7.70451,1.9746494109028836e-08
1499.9956513820387,2000000019.9681082,-7.70354,1.9790647342448752e-08
1499.9956513820387,4999999950.07973,-7.70189,1.9865980278501906e-08
1499.9956513820387,10000000000.0,-7.70033,1.9937467846151926e-08
1499.9956513820387,20000000199.681084,-7.69844,2.0024422501002608e-08
1499.9956513820387,49999999500.797295,-7.69535,2.0167404078469285e-08
1499.9956513820387,100000000000.0,-7.69245,2.030252247833006e-08
1499.9956513820387,200000001996.81082,-7.68896,2.0466331299215407e-08
1499.9956513820387,499999995007.97296,-7.68322,2.073862697348078e-08
1499.9956513820387,1000000000000.0,-7.67781,2.0998583521803686e-08
1499.9956513820387,2000000019968.1084,-7.67122,2.1319646529503564e-08
1499.9956513820387,4999999950079.7295,-7.66012,2.1871572065804635e-08
1499.9956513820387,10000000000000.0,-7.64942,2.2417129465366737e-08
1499.9956513820387,20000000199681.082,-7.63615,2.3112663691779704e-08
1499.9956513820387,49999999500797.3,-7.61319,2.436744530929942e-08
1499.9956513820387,100000000000000.0,-7.59055,2.567142637873586e-08
1499.9956513820387,200000001996810.84,-7.56185,2.742521241644558e-08
1499.9956513820387,499999995007973.0,-7.51171,3.078151563347585e-08
1499.9956513820387,1000000000000000.0,-7.46643,3.4164101227363776e-08
1499.9956513820387,2000000019968108.2,-7.42259,3.779288099941342e-08
2000.0000199681042,49999999.5007974,-7.74911,1.781927375949907e-08
2000.0000199681042,100000000.0,-7.74868,1.783692556616064e-08
2000.0000199681042,200000001.99681082,-7.74818,1.785747291135051e-08
2000.0000199681042,499999995.00797296,-7.74738,1.7890397907822177e-08
2000.0000199681042,1000000000.0,-7.74662,1.7921732881657137e-08
2000.0000199681042,2000000019.9681082,-7.74569,1.7960151674983236e-08
2000.0000199681042,4999999950.07973,-7.74411,1.8025611224941792e-08
2000.0000199681042,10000000000.0,-7.74259,1.808881012188772e-08
2000.0000199681042,20000000199.681084,-7.74076,1.8165192310760535e-08
2000.0000199681042,49999999500.797295,-7.73777,1.829068624502436e-08
2000.0000199681042,100000000000.0,-7.73496,1.840941550643671e-08
2000.0000199681042,200000001996.81082,-7.73157,1.8553677353854375e-08
2000.0000199681042,499999995007.97296,-7.72599,1.879360090170342e-08
2000.0000199681042,1000000000000.0,-7.72073,1.9022605439079355e-08
2000.0000199681042,2000000019968.1084,-7.71431,1.9305897674322136e-08
2000.0000199681042,4999999950079.7295,-7.70349,1.9792925956091344e-08
2000.0000199681042,10000000000000.0,-7.69303,2.027542656998826e-08
2000.0000199681042,20000000199681.082,-7.68007,2.0889594032430063e-08
2000.0000199681042,49999999500797.3,-7.65764,2.1996825014734812e-08
2000.0000199681042,100000000000000.0,-7.63548,2.3148347856420787e-08
2000.0000199681042,200000001996810.84,-7.60746,2.4691075076393706e-08
2000.0000199681042,499999995007973.0,-7.55838,2.764521679217097e-08
2000.0000199681042,1000000000000000.0,-7.5132,3.0676089769179345e-08
2000.0000199681042,2000000019968108.2,-7.46824,3.40220125152389e-08
2999.99133271615,49999999.5007974,-7.81151,1.5434408838756587e-08
2999.99133271615,100000000.0,-7.8111,1.5448986725154426e-08
2999.99133271615,200000001.99681082,-7.81062,1.5466071015680033e-08
2999.99133271615,499999995.00797296,-7.80986,1.5493159788836648e-08
2999.99133271615,1000000000.0,-7.80914,1.5518866601629968e-08
2999.99133271615,2000000019.9681082,-7.80826,1.5550343971351262e-08
2999.99133271615,4999999950.07973,-7.80676,1.560414581568915e-08
2999.99133271615,10000000000.0,-7.80531,1.5656331200786276e-08
2999.99133271615,20000000199.681084,-7.80356,1.571954603906161e-08
2999.99133271615,49999999500.797295,-7.80069,1.5823771392296953e-08
2999.99133271615,100000000000.0,-7.798,1.59220872705117e-08
2999.99133271615,200000001996.81082,-7.79475,1.60416855860789e-08
2999.99133271615,499999995007.97296,-7.78938,1.6241270513777806e-08
2999.99133271615,1000000000000.0,-7.78431,1.6431983872258388e-08
2999.99133271615,2000000019968.1084,-7.77813,1.6667482200228836e-08
2999.99133271615,4999999950079.7295,-7.7677,1.7072613161061435e-08
2999.99133271615,10000000000000.0,-7.7576,1.7474308552673232e-08
2999.99133271615,20000000199681.082,-7.74506,1.7986224090941697e-08
2999.99133271615,49999999500797.3,-7.72337,1.890732110793098e-08
2999.99133271615,100000000000000.0,-7.70186,1.9867352619201726e-08
2999.99133271615,200000001996810.84,-7.67471,2.114900792756594e-08
2999.99133271615,499999995007973.0,-7.62703,2.36031518275244e-08
2999.99133271615,1000000000000000.0,-7.58208,2.617700765503306e-08
2999.99133271615,2000000019968108.2,-7.53562,2.9132650586670313e-08
4999.99995007974,49999999.5007974,-7.89448,1.2750288158386108e-08
4999.99995007974,100000000.0,-7.8941,1.276144931749161e-08
4999.99995007974,200000001.99681082,-7.89364,1.277497326700067e-08
4999.99995007974,499999995.00797296,-7.89292,1.2796169966104715e-08
4999.99995007974,1000000000.0,-7.89224,1.2816221363568575e-08
4999.99995007974,2000000019.9681082,-7.89141,1.2840738449382942e-08
4999.99995007974,4999999950.07973,-7.89001,1.2882198889925013e-08
4999.99995007974,10000000000.0,-7.88865,1.2922602928262944e-08
4999.99995007974,20000000199.681084,-7.88699,1.2972091399843575e-08
4999.99995007974,49999999500.797295,-7.88426,1.3053891540562508e-08
4999.99995007974,100000000000.0,-7.8817,1.3131066477410124e-08
4999.99995007974,200000001996.81082,-7.87861,1.3224827014008193e-08
4999.99995007974,499999995007.97296,-7.87349,1.3381660272107425e-08
4999.99995007974,1000000000000.0,-7.86865,1.3531626441310293e-08
4999.99995007974,2000000019968.1084,-7.86275,1.3716711363218073e-08
4999.99995007974,4999999950079.7295,-7.8528,1.4034598729211753e-08
4999.99995007974,10000000000000.0,-7.84314,1.4350267608118108e-08
4999.99995007974,20000000199681.082,-7.83112,1.4752988368200157e-08
4999.99995007974,49999999500797.3,-7.81037,1.547497656479918e-08
4999.99995007974,100000000000000.0,-7.7897,1.622930791114431e-08
4999.99995007974,200000001996810.84,-7.76357,1.7235742612890826e-08
4999.99995007974,499999995007973.0,-7.71767,1.9157110310463244e-08
4999.99995007974,1000000000000000.0,-7.67331,2.1217294279566773e-08
4999.99995007974,2000000019968108.2,-7.6253,2.3697361843832095e-08
7000.031591308969,49999999.5007974,-7.95121,1.1188967181095908e-08
7000.031591308969,100000000.0,-7.95084,1.1198503756036253e-08
7000.031591308969,200000001.99681082,-7.9504,1.120985512875314e-08
7000.031591308969,499999995.00797296,-7.9497,1.1227937849509342e-08
7000.031591308969,1000000000.0,-7.94905,1.1244755064873892e-08
7000.031591308969,2000000019.9681082,-7.94825,1.1265487758837572e-08
7000.031591308969,4999999950.07973,-7.9469,1.1300560897485351e-08
7000.031591308969,10000000000.0,-7.94559,1.1334699217800113e-08
7000.031591308969,20000000199.681084,-7.94399,1.1376534809613087e-08
7000.031591308969,49999999500.797295,-7.94135,1.1445901389829586e-08
7000.031591308969,100000000000.0,-7.93888,1.1511184107772232e-08
7000.031591308969,200000001996.81082,-7.93588,1.1590975824099464e-08
7000.031591308969,499999995007.97296,-7.93092,1.1724113118028869e-08
7000.031591308969,1000000000000.0,-7.92623,1.1851409377323801e-08
7000.031591308969,2000000019968.1084,-7.9205,1.2008810730146724e-08
7000.031591308969,4999999950079.7295,-7.91084,1.2278915197921313e-08
7000.031591308969,10000000000000.0,-7.90146,1.254700294704116e-08
7000.031591308969,20000000199681.082,-7.88979,1.2888726262075088e-08
7000.031591308969,49999999500797.3,-7.86964,1.3500815428302723e-08
7000.031591308969,100000000000000.0,-7.84956,1.4139693644885955e-08
7000.031591308969,200000001996810.84,-7.82412,1.4992705145120007e-08
7000.031591308969,499999995007973.0,-7.77948,1.66157519437025e-08
7000.031591308969,1000000000000000.0,-7.73578,1.8374689119055713e-08
7000.031591308969,2000000019968108.2,-7.68713,2.0552752858859e-08
10000.0,49999999.5007974,-8.01229,9.72097888953203e-09
10000.0,100000000.0,-8.01193,9.729040247412618e-09
10000.0,200000001.99681082,-8.01151,9.738453614523495e-09
10000.0,499999995.00797296,-8.01083,9.753713618464141e-09
10000.0,1000000000.0,-8.01021,9.767647990930943e-09
10000.0,2000000019.9681082,-8.00944,9.78498129959265e-09
10000.0,4999999950.07973,-8.00815,9.814089178441258e-09
10000.0,10000000000.0,-8.0069,9.842377087791159e-09
10000.0,20000000199.681084,-8.00536,9.877339922503998e-09
10000.0,49999999500.797295,-8.00281,9.935506229749208e-09
10000.0,100000000000.0,-8.00042,9.990333817376468e-09
10000.0,200000001996.81082,-7.99753,1.0057035890594561e-08
10000.0,499999995007.97296,-7.99273,1.0168806890602798e-08
10000.0,1000000000000.0,-7.98819,1.0275666484418773e-08
10000.0,2000000019968.1084,-7.98265,1.0407585802598917e-08
10000.0,4999999950079.7295,-7.97331,1.0633837025031824e-08
10000.0,10000000000000.0,-7.96423,1.0858504108328093e-08
10000.0,20000000199681.082,-7.95292,1.1144998131366751e-08
10000.0,49999999500797.3,-7.93344,1.165628077183705e-08
10000.0,100000000000000.0,-7.91401,1.2189615309752215e-08
10000.0,200000001996810.84,-7.88937,1.2901196794502841e-08
10000.0,499999995007973.0,-7.84618,1.425016851128949e-08
10000.0,1000000000000000.0,-7.80349,1.5722079934730463e-08
10000.0,2000000019968108.2,-7.75461,1.759502952778323e-08
